FBin        FFTr             FFTi             SpectraPower
143       00000019         FFFFFFA4         0000000000002381
144       FFFFFEA7         000000C4         0000000000026701
145       00000151         00000095         000000000002125A
146       FFFFFF7D         FFFFFFE2         000000000000468D
147       FFFFFF39         0000008B         000000000000E62A
148       00000063         00000075         0000000000005BC2
149       00000060         FFFFFECB         00000000000198F9
14A       FFFFFF0C         0000014A         00000000000291F4
14B       FFFFFFFD         FFFFFFE8         0000000000000249
14C       0000009F         FFFFFFE0         00000000000066C1
14D       FFFFFEDE         FFFFFFF5         00000000000148FD
14E       00000165         00000131         0000000000035D3A
14F       FFFFFE90         FFFFFF02         0000000000030D04
150       000000E2         0000001F         000000000000CB45
151       FFFFFFE5         000000CD         000000000000A702
152       FFFFFF1B         FFFFFF44         00000000000156E9
153       000001C8         00000074         00000000000360D0
154       FFFFFF1A         FFFFFF9A         000000000000F748
155       FFFFFF97         0000005B         0000000000004B6A
156       00000053         FFFFFFE5         0000000000001DC2
157       FFFFFF87         00000049         0000000000004E02
158       FFFFFFD4         FFFFFFE0         0000000000000B90
159       0000012E         000001A4         0000000000041554
15A       FFFFFE96         FFFFFF54         0000000000027374
15B       00000078         00000008         0000000000003880
15C       FFFFFF71         0000023D         000000000005526A
15D       0000006C         FFFFFDD6         000000000004DC74
15E       FFFFFF8F         00000183         0000000000027AEA
15F       FFFFFFE1         00000056         00000000000020A5
160       0000002C         FFFFFFDB         0000000000000CE9
161       00000023         FFFFFF6F         00000000000056EA
162       FFFFFFD2         00000184         0000000000025454
163       FFFFFFF1         FFFFFFAF         0000000000001A82
164       FFFFFF89         00000059         0000000000005642
165       000000A9         00000085         000000000000B4AA
166       FFFFFF15         000000A3         0000000000013F82
167       00000142         FFFFFFDD         00000000000199CD
168       FFFFFE96         000000CE         000000000002A5A8
169       FFFFFF78         FFFFFEE2         00000000000187C4
16A       000000F2         00000161         000000000002CB85
16B       FFFFFF28         FFFFFFBA         000000000000C964
16C       000000BD         FFFFFF9E         000000000000B10D
16D       FFFFFF77         FFFFFE28         000000000003AF91
16E       00000015         000000F1         000000000000E49A
16F       000000E0         0000014D         0000000000027529
170       FFFFFFB4         FFFFFF9D         0000000000003CD9
171       FFFFFEEC         00000099         0000000000018501
172       0000011E         FFFFFEE4         0000000000027A94
173       FFFFFF8B         000000CA         000000000000D4DD
174       00000012         FFFFFF6D         00000000000055AD
175       FFFFFF77         0000000F         0000000000004A32
176       FFFFFF8C         FFFFFFCD         0000000000003EB9
177       0000010F         00000095         000000000001759A
178       FFFFFEC6         FFFFFF94         000000000001AEB4
179       0000012D         000000DE         000000000002226D
17A       FFFFFF36         FFFFFFFC         0000000000009F74
17B       FFFFFF05         FFFFFF44         0000000000018029
17C       0000007F         000000CD         000000000000E32A
17D       00000065         0000006F         00000000000057FA
17E       FFFFFF81         FFFFFDF1         0000000000047BE2
17F       000000CF         00000065         000000000000CF3A
180       FFFFFDEE         00000162         00000000000632C8
181       00000198         FFFFFE97         0000000000048751
182       FFFFFEB6         00000058         000000000001C7A4
183       0000013D         FFFFFFBC         0000000000019A99
184       FFFFFFC5         0000001D         00000000000010E2
185       FFFFFF32         000000E7         0000000000017635
186       FFFFFEDD         FFFFFF20         0000000000020EC9
187       00000218         FFFFFF0E         0000000000054704
188       FFFFFFBF         00000152         000000000001CEC5
189       FFFFFF2F         FFFFFF61         0000000000010D62
18A       FFFFFFBF         00000039         0000000000001D32
18B       000000E0         00000014         000000000000C590
18C       0000007C         FFFFFFA8         0000000000005A50
18D       FFFFFF06         0000004B         0000000000010A1D
18E       00000006         FFFFFF8C         00000000000034B4
18F       FFFFFEE2         000000A3         000000000001A74D
190       0000028C         00000007         0000000000067CC1
191       FFFFFD54         FFFFFEFA         0000000000082FB4
192       00000076         00000073         0000000000006A0D
193       00000010         FFFFFD52         0000000000072F44
194       0000010B         0000030C         00000000000A5F09
195       00000041         FFFFFEF7         00000000000122D2
196       FFFFFE81         FFFFFFCA         0000000000024865
197       00000232         000001D7         0000000000083455
198       FFFFFF7F         FFFFFF42         000000000000CE05
199       FFFFFEB4         0000000D         000000000001AF39
19A       FFFFFF78         FFFFFF30         000000000000F140
19B       000001DE         00000030         0000000000038584
19C       FFFFFF17         000000FE         000000000001D015
19D       00000065         FFFFFDC2         0000000000052EDD
19E       FFFFFE79         00000212         0000000000069E75
19F       00000226         FFFFFF4B         0000000000051D9D
1A0       FFFFFF06         FFFFFFE5         000000000000F6FD
1A1       FFFFFFFF         000000AB         000000000000723A
1A2       00000083         00000099         0000000000009E7A
1A3       0000001E         FFFFFE01         000000000003FF85
1A4       0000007C         0000021D         000000000004B359
1A5       FFFFFF89         00000025         0000000000003CAA
1A6       FFFFFFAC         FFFFFE7F         0000000000025E91
1A7       00000013         0000005D         0000000000002332
1A8       FFFFFFD7         FFFFFECF         00000000000171F2
1A9       00000035         00000079         000000000000442A
1AA       FFFFFFA0         FFFFFF10         0000000000010500
1AB       FFFFFFF9         FFFFFE2E         0000000000035075
1AC       FFFFFFBA         000003C8         00000000000E5F64
1AD       000000E6         FFFFFE8A         000000000002F108
1AE       FFFFFE8D         000000D6         000000000002CC8D
1AF       00000148         FFFFFF9A         000000000001CCE4
1B0       FFFFFEF8         00000176         00000000000332A4
1B1       00000038         FFFFFDEF         0000000000045161
1B2       00000030         0000021E         0000000000048484
1B3       FFFFFF09         FFFFFF0D         000000000001D4FA
1B4       0000011B         000000E1         000000000001FE9A
1B5       FFFFFEC8         FFFFFF30         0000000000022540
1B6       000000B9         00000100         00000000000185B1
1B7       FFFFFFCB         00000157         000000000001D68A
1B8       FFFFFF6F         FFFFFE6A         000000000002D605
1B9       0000013A         FFFFFF7E         000000000001C328
1BA       00000006         000001E3         0000000000038F6D
1BB       FFFFFFF7         FFFFFE2D         000000000003543A
1BC       FFFFFFED         00000032         0000000000000B2D
1BD       FFFFFF1C         000000D9         0000000000018301
1BE       0000019A         00000065         000000000002B87D
1BF       FFFFFF4B         0000000C         0000000000008089
1C0       FFFFFFB5         FFFFFF37         000000000000B3CA
1C1       FFFFFF8C         00000032         0000000000003E54
1C2       00000103         00000059         00000000000124FA
1C3       FFFFFEAB         00000071         000000000001F81A
1C4       00000122         FFFFFF7A         0000000000018EA8
1C5       FFFFFFEF         00000088         0000000000004961
1C6       FFFFFF4F         00000014         0000000000007BF1
1C7       000000C6         FFFFFEF5         000000000001AF9D
1C8       FFFFFED6         000000C6         000000000001F408
1C9       FFFFFFA8         FFFFFEA0         0000000000020240
1CA       00000154         0000012F         0000000000032A31
1CB       FFFFFFC4         FFFFFF06         0000000000010234
1CC       FFFFFF2A         00000005         000000000000B2FD
1CD       000000E4         FFFFFF13         000000000001A679
1CE       FFFFFEDB         00000080         0000000000018F59
1CF       000000A3         FFFFFFFD         00000000000067D2
1D0       FFFFFEE1         00000017         00000000000143D2
